word	phonetic	chinese	english
recession	ri'seʃәn	n. 后退, 凹处, 衰退, 归还；退缩	n. the state of the economy declines; a widespread decline in the GDP and employment and trade lasting from six months to a year / n. the withdrawal of the clergy and choir from the chancel to the vestry at the end of a church service / n. the act of ceding back
recipe	'resipi	n. 食谱, 处方, 秘诀；取(处方头语), 处方	n. directions for making something
recipient	ri'sipiәnt	a. 领受的, 容易接受的, 感受性强的；n. 领受者, 容纳者, 容器	n. a person who receives something
recite	ri'sait	v. 背诵, 朗读, 叙述	v. repeat aloud from memory / v. render verbally, "recite a poem"
reclaim	ri'kleim	vt. 开垦, 改造, 感化, 纠正, 回收；vi. 喊叫, 抗议	v. claim back / v. reuse (materials from waste products) / v. make useful again; transform from a useless or uncultivated state
recognition	.rekәg'niʃәn	n. 赞誉, 认得, 识别, 承认, 认可, 认识；认识	n. the state or quality of being recognized or acknowledged / n. the process of recognizing something or someone by remembering / n. approval
recognize	'rekәgnaiz	vt. 认出, 认可, 承认, 公认, 识别, 赏识；vi. 承认, 具结	v. be fully aware or cognizant of / v. perceive to be the same / v. exhibit recognition for (an antigen or a substrate)
recollection	.rekә'lekʃәn	n. 记忆, 回想, 回忆	n. something recalled to the mind
recommend	.rekә'mend	vt. 推荐, 介绍, 劝告, 使受欢迎, 托付；建议, 推荐	v. push for something / v. make attractive or acceptable
recommendation	.rekәmen'deiʃәn	n. 推荐, 介绍, 推荐信, 劝告；建议书	n. something (as a course of action) that is recommended as advisable / n. something that recommends (or expresses commendation of) a person or thing as worthy or desirable / n. any quality or characteristic that gains a person a favorable reception or acceptance or admission
reconcile	'rekәnsail	vt. 使和解, 调停, 使和谐, 使一致, 使听从；对帐, 使一致	v. come to terms
reconciliation	,rekәnsili'eiʃәn	n. 和解, 和好, 复交, 调解, 调停, 和谐, 一致, 甘愿, 顺从；(银行往来)调节, 调和, 一致	n. the reestablishing of cordial relations / n. getting two things to correspond
reconsider	.ri:kәn'sidә	v. 再考虑, 重新考虑	v. consider again; give new consideration to; usually with a view to changing / v. consider again (a bill) that had been voted upon before, with a view to altering it
reconstruct	.ri:kәns'trʌkt	vt. 重建, 改造；按原样修复	v. reassemble mentally / v. cause somebody to adapt or reform socially or politically
reconstruction	.ri:kәn'strʌkʃәn	n. 改造, 再建；改建, 改造, 翻造	n. the period after the American Civil War when the southern states were reorganized and reintegrated into the Union; 1865-1877 / n. the activity of constructing something again / n. an interpretation formed by piecing together bits of evidence
record	ri'kɒ:d	n. 记录, 履历, 档案, 审判记录, 最高纪录, 唱片；vt. 记录, 记载, 标明, 将...录音；vi. 记录, 录音, 可被录音	n. anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information about past events / n. the number of wins versus losses and ties a team has had / n. the sum of recognized accomplishments
recorder	ri'kɒ:dә	n. 记录员, 录音机；n. 记录器；宏录制器, 记录器	n. equipment for making records / n. a barrister or solicitor who serves as part-time judge in towns or boroughs
recording	ri'kɒ:diŋ	a. 记录的, 记录用的；n. 录音	n. a signal that encodes something (e.g., picture or sound) that has been recorded / n. the act of making a record (especially an audio record) / n. a storage device on which information (sounds or images) have been recorded
recount	ri'kaunt	vt. 详述, 叙述, 重新计算；n. 重新计算	n. an additional (usually a second) count; especially of the votes in a close election / v. count again
recover	ri'kʌvә	vt. 重新获得, 恢复, 复原, 拯救；vi. 痊愈, 复原, 胜诉；恢复	v. get or find back; recover the use of / v. regain a former condition after a financial loss / v. regain or make up for
recovery	ri'kʌvәri	n. 恢复, 复原, 痊愈, 重获；恢复	n. return to an original state / n. the act of regaining or saving something lost (or in danger of becoming lost)
recreation	.rekri'eiʃәn	n. 娱乐, 消遣, 休息, 再创造；娱乐, 休养	n an activity that diverts or amuses or stimulates / n activity that refreshes and recreates; activity that renews your health and spirits by enjoyment and relaxation
recreational	.rekri'eiʃәnәl	a. 消遣的, 娱乐的	a. of or relating to recreation
recruit	ri'kru:t	n. 新兵, 新手, 新会员, 补给品；vt. 恢复, 补充, 充实, 征募；vi. 征募新兵, 复原, 得到补充	n. a recently enlisted soldier / n. any new member or supporter (as in the armed forces) / v. seek to employ
recruiting	riˈkru:tɪŋ	v. 招聘( recruit的现在分词 ); 吸收某人为新成员; 动员…（提供帮助）; 雇用	v register formally as a participant or member / v seek to employ / v cause to assemble or enlist in the military
recruitment	ri'kru:tmәnt	n. 新兵征召；募集, 募集(生理), 复聪(耳科)	n. the act of getting recruits; enlisting people for the army (or for a job or a cause etc.)
recycle	.ri:'saikl	vt. 使再循环, 重新利用, 再制；n. 再循环	v. cause to repeat a cycle / v. use again after processing
recycling		再循环	n. the act of processing used or abandoned materials for use in creating new products
red	red	a. 红的, 红色的, 红肿的, 流血的；n. 红色, 红颜料, 赤字；简化, 减少	n. red color or pigment; the chromatic color resembling the hue of blood / n. a tributary of the Mississippi River that flows eastward from Texas along the southern boundary of Oklahoma and through Louisiana / s. of a color at the end of the color spectrum (next to orange); resembling the color of blood or cherries or tomatoes or rubies
redefine	.ri:di'fain	vt. 重新定义；重新定义	v. give a new or different definition to / v. give a new or different definition of (a word)
reduce	ri'dju:s	vt. 减少, 分解, 降低, 使衰退, 把...分解, 把...归纳；vi. 减少, 减肥, 缩小；缩小	v. cut down on; make a reduction in / v. make less complex / v. bring to humbler or weaker state or condition
reduced	ri'dju:st	a. 减少的；简化的；缩减的	s. well below normal (especially in price)
reduction	ri'dʌkʃәn	n. 减少, 缩影, 变化；还原	n. any process in which electrons are added to an atom or ion (as by removing oxygen or adding hydrogen); always occurs accompanied by oxidation of the reducing agent / n. the act of reducing complexity
reef	ri:f	n. 暗礁, 礁, 缩帆；v. 缩(帆)	n. a submerged ridge of rock or coral near the surface of the water / n. one of several strips across a sail that can be taken in or rolled up to lessen the area of the sail that is exposed to the wind / v. lower and bring partially inboard
reel	ri:l	n. 卷轴, 一卷, 纺车, 旋转, 蹒跚；vt. 卷...于轴上, 绕, 使旋转；vi. 蹒跚地走, 旋转, 眩晕, 摇晃, 退缩	n. a roll of photographic film holding a series of frames to be projected by a movie projector / n. music composed for dancing a reel / n. winder consisting of a revolving spool with a handle; attached to a fishing rod
refer	ri'fә:	vt. 提交, 归诸于, 把...提交, 使求助于；vi. 提到, 涉及, 查阅, 查询, 咨询	v. be relevant to / v. think of, regard, or classify under a subsuming principle or with a general group or in relation to another / v. send or direct for treatment, information, or a decision
reference	'refәrәns	n. 参考, 索引, 参照；vt. 给...加上参考资料；vt. 引用	n. the most direct or specific meaning of a word or expression; the class of objects that an expression refers to / n. the act of referring or consulting / n. a publication (or a passage from a publication) that is referred to
referendum	.refә'rendәm	n. （就重大政治或社会问题进行的）全民公决，全民投票	n. a legislative act is referred for final approval to a popular vote by the electorate
referral	ri'fә:rәl	n. 参照, 介绍, 被介绍人, 转诊病人	n. a person whose case has been referred to a specialist or professional group / n. a recommendation to consult the (professional) person or group to whom one has been referred / n. the act of referring (as forwarding an applicant for employment or referring a matter to an appropriate agency)
refine	ri'fain	vt. 精炼, 净化, 使优雅, 使精炼；vi. 被精炼, 被净化	v. treat or prepare so as to put in a usable condition / v. reduce to a fine, unmixed, or pure state; separate from extraneous matter or cleanse from impurities / v. attenuate or reduce in vigor, strength, or validity by polishing or purifying
refined	ri'faind	a. 精炼的, 优雅的, 精细的；精制过的, 精练过的	a. (used of persons and their behavior) cultivated and genteel / a. freed from impurities by processing
reflect	ri'flekt	vt. 反射, 反映, 招致, 深思；vi. 被反射, 映出, 深思, 考虑, 指责	v. manifest or bring back / v. to throw or bend back (from a surface) / v. be bright by reflecting or casting light
reflection	ri'flekʃәn	n. 反映, 沉思, 映像, 想法, 责难；反射	n. the phenomenon of a propagating wave (light or sound) being thrown back from a surface / n. the image of something as reflected by a mirror (or other reflective material) / n. (mathematics) a transformation in which the direction of one axis is reversed
reflective	ri'flektiv	a. 反射的, 反映的, 沉思的	a. capable of physically reflecting light or sound / s. devoted to matters of the mind
reform	ri'fɒ:m	n. 改革, 改正, 改造；vt. 改革, 改过, 革新, 重整；vi. 革新, 改过	n. a change for the better as a result of correcting abuses / n. a campaign aimed to correct abuses or malpractices / n. self-improvement in behavior or morals by abandoning some vice
reformer	ri'fɒ:mә	n. 改革家, 改革运动者；转化炉; 转化器; 重整器; 重整炉	n. a disputant who advocates reform / n. an apparatus that reforms the molecular structure of hydrocarbons to produce richer fuel
refrigerator	ri'fridʒәreitә	n. 电冰箱, 冷藏库；冷冻机; 致冷器	n. white goods in which food can be stored at low temperatures
refuge	'refju:dʒ	n. 避难所, 安全地带, 避难, 庇护；vi. 躲避；vt. 给予...庇护	n. a shelter from danger or hardship
refugee	.refju'dʒi:	n. 难民, 流亡者；避难者, 流亡者, 难民	n. an exile who flees for safety
refusal	ri'fju:zl	n. 拒绝, 推却, 优先决定权；拒绝, 谢绝, 取舍权	n. the act of refusing / n. a message refusing to accept something that is offered
